"meet_location","meet_wday","meet_mday","meet_year","racecount","race_number","horse_number","horse_name","horse_sire","horse_trainer","horse_jockey","horse_odds","horse_odds_decimal","horse_place","purse","time_frac1","time_frac2","time_frac3","time_frac4","time_frac5","time_final","track_length","track_type","race_class","dist_frac1","dist_frac2","dist_frac3","dist_frac4","dist_frac5"
"Assiniboia Downs","Wednesday","September 20","2023",1,1,"1","Monstrodamous","Curlin to Mischief","Wendy Anderson","Renaldo Cumberbatch","2/1",2,1,14800,23.7,47.48,73.09,86.68,NA,93.78,"7 1/2F","Dirt","$7,500 Claiming","","","","",""
"Assiniboia Downs","Wednesday","September 20","2023",1,1,"2","Vangilder","Paynter","Jerry Gourneau","Neville Stephenson","3/1",3,3,14800,23.7,47.48,73.09,86.68,NA,93.78,"7 1/2F","Dirt","$7,500 Claiming","","","","",""
"Assiniboia Downs","Wednesday","September 20","2023",1,1,"3","Lookin High","Lookin At Lucky","Wendy Anderson","Timothy Peter Tarasenco","8/1",8,4,14800,23.7,47.48,73.09,86.68,NA,93.78,"7 1/2F","Dirt","$7,500 Claiming","","","","",""
"Assiniboia Downs","Wednesday","September 20","2023",1,1,"4","Delvecchio","Where's the Ring","Michael Nault","Chavion Chow","6/5",1.2,2,14800,23.7,47.48,73.09,86.68,NA,93.78,"7 1/2F","Dirt","$7,500 Claiming","","","","",""
"Assiniboia Downs","Wednesday","September 20","2023",1,1,"5","Cato's Lady","Midshipman","Jerry Gourneau","Arthur Budhu","12/1",12,5,14800,23.7,47.48,73.09,86.68,NA,93.78,"7 1/2F","Dirt","$7,500 Claiming","","","","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"1","Noiwontbackdown","The Factor","Courtney Ross","Antonio Whitehall","9/5",1.8,2,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"2","Finalize","Freud","Shelley Brown","Fraser Aebly","6/5",1.2,1,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"3","Ashes to Ashes","Micromanage","Shelley Brown","Neville Stephenson","15/1",15,4,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"4","I Am Mila","Nonios","Jennifer Jordan","Shavon Belle","6/1",6,3,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"5","Artful Jester","Society's Chairman","Tiffany Husbands","Timothy Peter Tarasenco","10/1",10,5,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"6","Helens Spirit","Upstart","Jennifer Jordan","Nirone Austin","25/1",25,NA,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",2,2,"7","Bold New Tricks","Bold Chieftain","William Tourangeau","Sven Balroop","20/1",20,5,20000,23.39,47.06,59.85,NA,NA,73.48,"6F","Dirt","Maiden Special Weight","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",3,3,"1","Catch the Dream","Daddy Long Legs","Carl Norman Anderson","Timothy Peter Tarasenco","6/1",6,5,16500,22.73,45.87,58.97,NA,NA,72.26,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",3,3,"2","Island High","Going Commando","Lise Pruitt","Antonio Whitehall","20/1",20,5,16500,22.73,45.87,58.97,NA,NA,72.26,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",3,3,"3","Lady Cop","Vengeful Wildcat","Michael Nault","Chavion Chow","7/5",1.4,3,16500,22.73,45.87,58.97,NA,NA,72.26,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",3,3,"4","Russian Pearl","Nonios","Devon Gittens","Damario Bynoe","5/2",2.5,2,16500,22.73,45.87,58.97,NA,NA,72.26,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",3,3,"5","Olive's Candy","Candy Ride (ARG)","Tom Gardipy, Jr.","Fraser Aebly","12/1",12,4,16500,22.73,45.87,58.97,NA,NA,72.26,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",3,3,"6","I've Got All Nite","Saturdaynitelites","Devon Gittens","Shavon Belle","3/1",3,1,16500,22.73,45.87,58.97,NA,NA,72.26,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"1","Properly Connected","Connect","Jerry Gourneau","Arthur Budhu","6/5",1.2,1,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"2","Mosie's On Main","Reload","Tiffany Husbands","Timothy Peter Tarasenco","25/1",25,5,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"3","Keystone Cash","Nonios","Devon Gittens","Shavon Belle","30/1",30,4,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"4","Sunspot","Greenpointcrusader","Shaun Morin","Ronald Ali","20/1",20,NA,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"5","Oscar the Gulch","Cape Canaveral","Lorne Fraser","Douglas Badaloo","6/1",6,NA,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"6","Asta Lavista Honey","Pick Six","Jerry Gourneau","Neville Stephenson","5/2",2.5,2,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"7","Just for Charlotte","Going Commando","Jennifer Jordan","Nirone Austin","8/1",8,3,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",4,4,"8","Debalicious","Going Commando","Deborah M. Hanson","Prayven Badrie","10/1",10,5,10100,23.21,46.53,59.6,NA,NA,73.09,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"1","Henrisincontrol","Quest","Wendy Anderson","Fraser Aebly","25/1",25,5,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"2","Franks Reload","Reload","Maria Stanford","Neville Stephenson","4/1",4,4,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"3","Justa Buster","Etbauer","Mike Taphorn","Ronald Ali","6/1",6,3,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"4","Big Ticket","Competitive Edge","Jerry Gourneau","Renaldo Cumberbatch","3/1",3,2,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"5","Tomahawk Explorer","Exploration","Lorne Fraser","Douglas Badaloo","40/1",40,5,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"6","Witt's Rojo","Drums of Thunder","Jerry Gourneau","Stanley Chadee Jr.","15/1",15,5,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"7","Lucky Chuckee","Bird Song","Shelley Brown","Antonio Whitehall","9/5",1.8,1,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",5,5,"8","Moro Outlaw","Moro Tap","Elton Dickey","Chavion Chow","10/1",10,NA,10200,22.77,46.38,58.92,NA,NA,65.45,"5 1/2F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"1","Tapiture Way","Tapiture","Shelley Brown","Sven Balroop","20/1",20,5,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"2","Witt Nine","Drums of Thunder","Carl Norman Anderson","Damario Bynoe","15/1",15,5,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"3","M and M Girl","Boos","Bruce Sanderson","Prayven Badrie","8/1",8,5,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"4","Miami Souvenirs","Chitu","Curtis Maxwell","Chavion Chow","25/1",25,5,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"5","Aramon","Secret Circle","Carl Norman Anderson","Timothy Peter Tarasenco","8/5",1.6,4,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"6","What Up Now J T","Gervinho","Wendy Anderson","Fraser Aebly","5/1",5,1,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"7","Streamer","Star Guitar","Bruce Sanderson","Stanley Chadee Jr.","10/1",10,3,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"8","Bluegrass Soul","Bluegrass Cat","Deborah M. Hanson","Renaldo Cumberbatch","5/2",2.5,2,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",6,6,"9","Scarlett's Flower","Mucho Macho Man","Jennifer Jordan","Nirone Austin","50/1",50,5,10000,23.02,46.62,59.94,NA,NA,73.52,"6F","Dirt","$3,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"1","Gold Special","Jess's Dream","Curtis Maxwell","Nirone Austin","40/1",40,3,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"2","Itsthattime","Strong Mandate","Michael Nault","Chavion Chow","5/2",2.5,5,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"3","Last Renegade","Jeranimo","Wendy Anderson","Renaldo Cumberbatch","12/1",12,2,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"4","North Fork","Northern Afleet","Devon Gittens","Damario Bynoe","25/1",25,5,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"5","Railsplitter","Bodemeister","Mike Taphorn","Ronald Ali","5/1",5,4,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"6","Captive Kitten","Kitten's Joy","Victoria Morse","Prayven Badrie","30/1",30,5,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"7","Warrior's Map","Liam's Map","Jared Brown","Antonio Whitehall","9/5",1.8,1,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"8","The Lonna Ranger","Stay Thirsty","Wendy Anderson","Fraser Aebly","20/1",20,5,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"9","Behavin Myself","Malibu Moon","Larry Cizik","Neville Stephenson","20/1",20,NA,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"10","Side Street Dave","Govenor Charlie","Bruce Sanderson","Stanley Chadee Jr.","15/1",15,NA,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Wednesday","September 20","2023",7,7,"11","Lab Rat","Race Day","William Tourangeau","Sven Balroop","25/1",25,5,13200,22.75,47.15,72.76,86.47,NA,100.65,"1M","Dirt","$5,500 Claiming","1/4","1/2","3/4","7/8",""
"Assiniboia Downs","Tuesday","September 19","2023",8,1,"1","House Limit","First Defence","Tom Gardipy, Jr.","Fraser Aebly","5/2",2.5,5,13200,22.72,45.92,58.34,NA,NA,64.76,"5 1/2F","Dirt","$5,500 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",8,1,"2","Club Champ","Finnegans Wake","Courtney Ross","Neville Stephenson","8/1",8,2,13200,22.72,45.92,58.34,NA,NA,64.76,"5 1/2F","Dirt","$5,500 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",8,1,"3","Unbroken Star","Broken Vow","Jared Brown","Sven Balroop","8/5",1.6,1,13200,22.72,45.92,58.34,NA,NA,64.76,"5 1/2F","Dirt","$5,500 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",8,1,"4","Smart Call","Empire Maker","Steve Keplin, Jr.","Ronald Ali","7/2",3.5,4,13200,22.72,45.92,58.34,NA,NA,64.76,"5 1/2F","Dirt","$5,500 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",8,1,"5","Top of the Rock","Uh Oh Bango","Shelley Brown","Antonio Whitehall","15/1",15,5,13200,22.72,45.92,58.34,NA,NA,64.76,"5 1/2F","Dirt","$5,500 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",8,1,"6","Load Abroad","Reload","Wendy Anderson","Damario Bynoe","5/1",5,3,13200,22.72,45.92,58.34,NA,NA,64.76,"5 1/2F","Dirt","$5,500 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",9,2,"1","Little Toe","Malibu Moon","Jerry Gourneau","Antonio Whitehall","3/1",3,3,10500,25.56,48.98,74.57,NA,NA,88.17,"7F","Dirt","$3,000 Claiming","1/4","1/2","3/4","",""
"Assiniboia Downs","Tuesday","September 19","2023",9,2,"2","Magic Carpet","Malibu Moon","Perry Cavanaugh","Sven Balroop","8/5",1.6,4,10500,25.56,48.98,74.57,NA,NA,88.17,"7F","Dirt","$3,000 Claiming","1/4","1/2","3/4","",""
"Assiniboia Downs","Tuesday","September 19","2023",9,2,"3","Muromec","Optimizer","Carl Norman Anderson","Timothy Peter Tarasenco","10/1",10,2,10500,25.56,48.98,74.57,NA,NA,88.17,"7F","Dirt","$3,000 Claiming","1/4","1/2","3/4","",""
"Assiniboia Downs","Tuesday","September 19","2023",9,2,"4","Gentrified","Malibu Moon","Perry Cavanaugh","Neville Stephenson","2/1",2,1,10500,25.56,48.98,74.57,NA,NA,88.17,"7F","Dirt","$3,000 Claiming","1/4","1/2","3/4","",""
"Assiniboia Downs","Tuesday","September 19","2023",9,2,"5","Out On Saturday","Flat Out","Elton Dickey","Chavion Chow","5/1",5,NA,10500,25.56,48.98,74.57,NA,NA,88.17,"7F","Dirt","$3,000 Claiming","1/4","1/2","3/4","",""
"Assiniboia Downs","Tuesday","September 19","2023",10,3,"1","Pickin' Riffs","Kentucky Bear","Carl Norman Anderson","Timothy Peter Tarasenco","10/1",10,4,50000,22.41,46.1,59.65,NA,NA,73.58,"6F","Dirt","Winnipeg Futurity","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",10,3,"2","Happy Hour","Preservationist","Jared Brown","Antonio Whitehall","6/1",6,2,50000,22.41,46.1,59.65,NA,NA,73.58,"6F","Dirt","Winnipeg Futurity","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",10,3,"3","Kontie","Karakontie (JPN)","Lise Pruitt","Fraser Aebly","7/1",7,5,50000,22.41,46.1,59.65,NA,NA,73.58,"6F","Dirt","Winnipeg Futurity","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",10,3,"4","Canyouhearmerunnin","Reload","Devon Gittens","Shavon Belle","1/2",0.5,1,50000,22.41,46.1,59.65,NA,NA,73.58,"6F","Dirt","Winnipeg Futurity","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",10,3,"5","Justlemmeatem","Vengeful Wildcat","Devon Gittens","Renaldo Cumberbatch","4/1",4,3,50000,22.41,46.1,59.65,NA,NA,73.58,"6F","Dirt","Winnipeg Futurity","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",11,4,"1","Brody's Streak","Brody's Cause","Tom Gardipy, Jr.","Ronald Ali","8/1",8,4,18500,22.35,44.94,57.73,NA,NA,70.99,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",11,4,"2","Stay Happy","Oxbow","Jared Brown","Chavion Chow","7/5",1.4,3,18500,22.35,44.94,57.73,NA,NA,70.99,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",11,4,"3","Slaats","Palace","Gonzalo Anderson","Keishan Balgobin","3/1",3,1,18500,22.35,44.94,57.73,NA,NA,70.99,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",11,4,"4","Chicago's Gray","Tapwrit","Murray Duncan","Stanley Chadee Jr.","10/1",10,2,18500,22.35,44.94,57.73,NA,NA,70.99,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",11,4,"5","Adam's Creed","Jimmy Creed","Wendy Anderson","Renaldo Cumberbatch","4/1",4,5,18500,22.35,44.94,57.73,NA,NA,70.99,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",11,4,"6","Gray Admiral","Twirling Candy","Rick A. Wise","Antonio Whitehall","6/1",6,NA,18500,22.35,44.94,57.73,NA,NA,70.99,"6F","Dirt","$15,000 Allowance Optional Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"1","Always the Lil One","Govenor Charlie","Maria Stanford","Neville Stephenson","25/1",25,5,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"2","Our Petunia","To Honor and Serve","Perry Cavanaugh","Sven Balroop","6/1",6,4,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"3","Miss Z","Mr. Z","Steve Keplin, Jr.","Prayven Badrie","9/5",1.8,1,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"4","Astartobe","Astrology","Jerry Gourneau","Renaldo Cumberbatch","8/1",8,3,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"5","Miss M J","Early Flyer","Jerry Gourneau","Antonio Whitehall","4/1",4,5,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"6","Harlons Commision","Field Commission","Shelley Brown","Fraser Aebly","10/1",10,NA,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",12,5,"7","Thatsalotofbling","Too Much Bling","Michael Nault","Chavion Chow","3/1",3,2,11800,22.94,46.59,59.36,NA,NA,66.22,"5 1/2F","Dirt","$4,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"1","Sweet Design","Going Commando","Tom Gardipy, Jr.","Ronald Ali","9/5",1.8,2,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"2","Shotgun One","Kentucky Bear","Jared Brown","Antonio Whitehall","25/1",25,3,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"3","Guaranteeddelivery","Vengeful Wildcat","Carl Norman Anderson","Timothy Peter Tarasenco","6/1",6,1,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"4","Cuss'n Cat","Vengeful Wildcat","Elton Dickey","Renaldo Cumberbatch","5/2",2.5,NA,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"5","Call the Cops","Vengeful Wildcat","Elton Dickey","Damario Bynoe","3/1",3,NA,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"6","Going Success","Going Commando","Tom Gardipy, Jr.","Chavion Chow","20/1",20,4,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",13,6,"7","Amma's Star","Tom Shy","Ryan Desjarlais","Neville Stephenson","12/1",12,NA,10000,23.46,46.95,60.21,NA,NA,73.52,"6F","Dirt","$5,000 Claiming","1/4","1/2","5/8","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"1","Saturday Service","Den's Legacy","Jerry Gourneau","Arthur Budhu","8/1",8,4,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"2","Miss Parfait","Fed Biz","Jennifer Jordan","Nirone Austin","6/1",6,5,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"3","Maibella","Ami's Holiday","Michael Nault","Chavion Chow","3/1",3,2,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"4","Kim's Texas Bling","Texas Bling","Jerry Gourneau","Antonio Whitehall","8/5",1.6,NA,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"5","Whiterose Spirit","Producer (GB)","Shelley Brown","Sven Balroop","12/1",12,3,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"6","Favorite","Mastery","Shelley Brown","Fraser Aebly","10/1",10,5,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",14,7,"7","Wherethemoneywent","Union Rags","Steve Keplin, Jr.","Ronald Ali","5/1",5,1,11800,24.65,49.35,75.04,88.19,NA,95.03,"7 1/2F","Dirt","$4,000 Claiming","","","","",""
"Assiniboia Downs","Tuesday","September 19","2023",15,8,"1","Green Amazon","Jimmy Creed","Steven Gaskin","Da-Sean Zavier Gaskin","30/1",30,5,50000,23.57,47.12,72.04,99,NA,112.3,"1 1/8M","Dirt","Gold Cup S.","1/4","1/2","3/4","MILE",""
"Assiniboia Downs","Tuesday","September 19","2023",15,8,"2","Convention","Constitution","Jared Brown","Sven Balroop","12/1",12,2,50000,23.57,47.12,72.04,99,NA,112.3,"1 1/8M","Dirt","Gold Cup S.","1/4","1/2","3/4","MILE",""
"Assiniboia Downs","Tuesday","September 19","2023",15,8,"3","Big Nick","Bayern","Murray Duncan","Stanley Chadee Jr.","3/1",3,5,50000,23.57,47.12,72.04,99,NA,112.3,"1 1/8M","Dirt","Gold Cup S.","1/4","1/2","3/4","MILE",""
"Assiniboia Downs","Tuesday","September 19","2023",15,8,"4","Magic Tiger","Smiling Tiger","Wendy Anderson","Damario Bynoe","2/1",2,1,50000,23.57,47.12,72.04,99,NA,112.3,"1 1/8M","Dirt","Gold Cup S.","1/4","1/2","3/4","MILE",""
"Assiniboia Downs","Tuesday","September 19","2023",15,8,"5","Blazing Bo","Oxbow","Michael Nault","Chavion Chow","20/1",20,5,50000,23.57,47.12,72.04,99,NA,112.3,"1 1/8M","Dirt","Gold Cup S.","1/4","1/2","3/4","MILE",""
