"meet_location","meet_wday","meet_mday","meet_year","racecount","race_number","horse_number","horse_name","horse_sire","horse_trainer","horse_jockey","horse_odds","horse_odds_decimal","horse_place","purse","time_frac1","time_frac2","time_frac3","time_frac4","time_frac5","time_final","track_length","track_type","race_class","dist_frac1","dist_frac2","dist_frac3","dist_frac4","dist_frac5"
"Woodbine","Sunday","August 21","2022",8,8,"3","Shirl's Speight","Speightstown","Roger L. Attfield","Emma-Jayne Wilson","5/2",2.5,NA,200000,23.49,46.47,70.12,82.03,NA,94.69,"1M","Turf","King Edward S.","1/4","1/2","3/4","7/8",""
"Woodbine","Sunday","August 21","2022",8,8,"4","Haddassah","Air Force Blue","Kevin Attard","Gary Boulanger","12/1",12,3,200000,23.49,46.47,70.12,82.03,NA,94.69,"1M","Turf","King Edward S.","1/4","1/2","3/4","7/8",""
"Woodbine","Sunday","August 21","2022",8,8,"5","Weyburn","Pioneerof the Nile","Rachel Halden","Rafael Manuel Hernandez","4/1",4,5,200000,23.49,46.47,70.12,82.03,NA,94.69,"1M","Turf","King Edward S.","1/4","1/2","3/4","7/8",""
"Woodbine","Sunday","August 21","2022",8,8,"6","Town Cruise","Town Prize","Brandon Evan Greer","Daisuke Fukumoto","6/1",6,5,200000,23.49,46.47,70.12,82.03,NA,94.69,"1M","Turf","King Edward S.","1/4","1/2","3/4","7/8",""
"Woodbine","Sunday","August 21","2022",8,8,"7","March to the Arch","Arch","Mark E. Casse","Patrick Husbands","8/1",8,4,200000,23.49,46.47,70.12,82.03,NA,94.69,"1M","Turf","King Edward S.","1/4","1/2","3/4","7/8",""
"Woodbine","Sunday","August 21","2022",9,9,"1","Munnyfor Ro","Munnings","Kevin Attard","Justin Stein","8/1",8,5,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",9,9,"2","Fev Rover (IRE)","Gutaifan (IRE)","Mark E. Casse","Patrick Husbands","5/2",2.5,NA,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",9,9,"3","Crystal Cliffs (FR)","Canford Cliffs (IRE)","H. Graham Motion","Rafael Manuel Hernandez","2/1",2,NA,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",9,9,"4","Angelou","Curlin","Kevin Attard","Luis Contreras","12/1",12,5,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
"Woodbine","Sunday","August 21","2022",9,9,"5","Barkin","Animal Kingdom","Catherine Day Phillips","Declan Carroll","20/1",20,5,200000,24.5,49.28,72.71,95.28,NA,107.33,"1 1/8M","Turf","Canadian S. Presented by the Japan Racing Association","1/4","1/2","3/4","MILE",""
